,GRADE
11385,A
11386,A
11387,A
11388,A
11389,A
11390,B
11391,C
11392,B
11393,A
11394,C
11395,A
11396,B
11397,A
11398,B
11399,A
11400,C
11401,B
11402,C
11403,B
11404,A
11405,A
11406,C
11407,A
11408,A
11409,A
11410,A
11411,A
11412,A
11413,C
11414,B
11415,A
11416,A
11417,B
11418,A
11419,A
11420,A
11421,A
11422,A
11423,A
11424,A
11425,A
11426,C
11427,B
11428,A
11429,C
11430,C
11431,A
11432,A
11433,A
11434,A
11435,C
11436,A
11437,B
11438,C
11439,C
11440,B
11441,B
11442,A
11443,A
11444,A
11445,C
11446,A
11447,A
11448,A
11449,A
11450,A
11451,B
11452,A
11453,B
11454,B
11455,B
11456,B
11457,C
11458,B
11459,B
11460,B
11461,A
11462,A
11463,C
11464,C
11465,C
11466,A
11467,C
11468,A
11469,A
11470,A
11471,B
11472,C
11473,A
11474,A
11475,A
11476,C
11477,C
11478,C
11479,A
11480,A
11481,A
11482,A
11483,A
11484,C
11485,A
11486,B
11487,A
11488,A
11489,A
11490,C
11491,A
11492,A
11493,B
11494,C
11495,C
11496,B
11497,B
11498,A
11499,B
11500,B
11501,B
11502,A
11503,A
11504,A
11505,A
11506,A
11507,A
11508,A
11509,B
11510,B
11511,A
11512,C
11513,B
11514,A
11515,C
11516,A
11517,A
11518,A
11519,C
11520,B
11521,A
11522,B
11523,A
11524,C
11525,A
11526,B
11527,A
11528,C
11529,C
11530,A
11531,B
11532,C
11533,A
11534,A
11535,A
11536,C
11537,A
11538,A
11539,C
11540,C
11541,B
11542,B
11543,A
11544,B
11545,C
11546,A
11547,A
11548,B
11549,C
11550,A
11551,B
11552,A
11553,C
11554,A
11555,B
11556,B
11557,A
11558,A
11559,C
11560,A
11561,B
11562,A
11563,C
11564,A
11565,A
11566,A
11567,A
11568,B
11569,B
11570,B
11571,A
11572,C
11573,A
11574,A
11575,A
11576,C
11577,C
11578,A
11579,B
11580,A
11581,A
11582,C
11583,A
11584,C
11585,A
11586,B
11587,A
11588,A
11589,A
11590,A
11591,A
11592,A
11593,A
11594,C
11595,C
11596,B
11597,A
11598,A
11599,A
11600,B
11601,C
11602,C
11603,A
11604,A
11605,A
11606,C
11607,A
11608,A
11609,A
11610,A
11611,C
11612,C
11613,B
11614,A
11615,B
11616,A
11617,B
11618,A
11619,B
11620,C
11621,A
11622,C
11623,B
11624,B
11625,A
11626,C
11627,B
11628,A
11629,A
11630,A
11631,A
11632,A
11633,C
11634,B
11635,A
11636,C
11637,A
11638,C
11639,A
11640,A
11641,C
11642,A
11643,B
11644,A
11645,C
11646,A
11647,C
11648,A
11649,A
11650,A
11651,A
11652,B
11653,B
11654,A
11655,C
11656,C
11657,A
11658,A
11659,A
11660,A
11661,A
11662,A
11663,B
11664,A
11665,B
11666,B
11667,A
11668,B
11669,A
11670,B
11671,A
11672,B
11673,A
11674,A
11675,A
11676,B
11677,A
11678,B
11679,C
11680,A
11681,A
11682,A
11683,B
11684,A
11685,A
11686,A
11687,A
11688,A
11689,B
11690,C
11691,A
11692,A
11693,C
11694,A
11695,A
11696,A
11697,C
11698,A
11699,C
11700,B
11701,C
11702,C
11703,A
11704,B
11705,C
11706,B
11707,A
11708,B
11709,C
11710,A
11711,B
11712,A
11713,A
11714,A
11715,A
11716,A
11717,A
11718,B
11719,A
11720,B
11721,A
11722,A
11723,A
11724,A
11725,A
11726,A
11727,A
11728,C
11729,A
11730,A
11731,B
11732,C
11733,A
11734,B
11735,C
11736,A
11737,B
11738,A
11739,A
11740,C
11741,B
11742,A
11743,A
11744,A
11745,A
11746,B
11747,A
11748,C
11749,B
11750,A
11751,A
11752,A
11753,A
11754,A
11755,A
11756,A
11757,A
11758,C
11759,C
11760,A
11761,B
11762,A
11763,A
11764,B
11765,B
11766,C
11767,B
11768,A
11769,A
11770,B
11771,A
11772,A
11773,A
11774,A
11775,C
11776,B
11777,A
11778,A
11779,A
11780,C
11781,A
11782,A
11783,B
11784,B
11785,C
11786,C
11787,A
11788,A
11789,A
11790,A
11791,B
11792,B
11793,A
11794,B
11795,B
11796,A
11797,A
11798,B
11799,A
11800,A
11801,A
11802,A
11803,C
11804,A
11805,A
11806,A
11807,A
11808,B
11809,A
11810,A
11811,B
11812,A
11813,A
11814,A
11815,A
11816,A
11817,A
11818,C
11819,C
11820,B
11821,A
11822,C
11823,A
11824,C
11825,A
11826,A
11827,A
11828,A
11829,A
11830,A
11831,A
11832,A
11833,A
11834,A
11835,C
11836,B
11837,A
11838,C
11839,A
11840,C
11841,B
11842,A
11843,A
11844,A
11845,A
11846,C
11847,C
11848,B
11849,B
11850,B
11851,B
11852,C
11853,B
11854,B
11855,C
11856,A
11857,C
11858,A
11859,A
11860,A
11861,B
11862,B
11863,A
11864,A
11865,A
11866,A
11867,C
11868,A
11869,B
11870,B
11871,A
11872,A
11873,B
11874,A
11875,A
11876,B
11877,A
11878,A
11879,C
11880,A
11881,A
11882,A
11883,A
11884,A
11885,A
11886,A
11887,A
11888,A
11889,C
11890,A
11891,A
11892,A
11893,A
11894,A
11895,A
11896,C
11897,A
11898,A
11899,A
11900,B
11901,A
11902,A
11903,A
11904,C
11905,B
11906,C
11907,B
11908,C
11909,A
11910,A
11911,B
11912,A
11913,A
11914,C
11915,B
11916,A
11917,A
11918,A
11919,A
11920,A
11921,A
11922,B
11923,A
11924,A
11925,A
11926,A
11927,A
11928,A
11929,A
11930,A
11931,A
11932,A
11933,A
11934,B
11935,B
11936,C
11937,C
11938,B
11939,B
11940,A
11941,A
11942,A
11943,A
11944,A
11945,A
11946,B
11947,A
11948,A
11949,B
11950,A
11951,C
11952,A
11953,C
11954,C
11955,A
11956,B
11957,A
11958,A
11959,A
11960,A
11961,A
11962,A
11963,C
11964,A
11965,B
11966,C
11967,A
11968,C
11969,A
11970,B
11971,A
11972,A
11973,A
11974,A
11975,A
11976,A
11977,A
11978,B
11979,C
11980,A
11981,A
11982,A
11983,B
11984,A
11985,A
11986,A
11987,C
11988,A
11989,B
11990,C
11991,B
11992,B
11993,A
11994,A
11995,B
11996,A
11997,C
11998,A
11999,C
12000,B
12001,A
12002,B
12003,B
12004,A
12005,A
12006,C
12007,B
12008,A
12009,A
12010,A
12011,A
12012,A
12013,B
12014,A
12015,A
12016,B
12017,A
12018,C
12019,A
12020,B
12021,A
12022,A
12023,C
12024,A
12025,A
12026,C
12027,A
12028,C
12029,A
12030,A
12031,B
12032,A
12033,A
12034,A
12035,B
12036,C
12037,A
12038,B
12039,A
12040,A
12041,B
12042,A
12043,A
12044,A
12045,C
12046,A
12047,C
12048,C
12049,A
12050,B
12051,A
12052,A
12053,A
12054,A
12055,A
12056,A
12057,A
12058,A
12059,A
12060,A
12061,B
12062,C
12063,B
12064,A
12065,A
12066,A
12067,A
12068,B
12069,A
12070,C
12071,A
12072,C
12073,A
12074,A
12075,B
12076,A
12077,C
12078,C
12079,A
12080,A
12081,A
12082,C
12083,A
12084,B
12085,B
12086,A
12087,B
12088,B
12089,B
12090,A
12091,A
12092,C
12093,A
12094,A
12095,A
12096,A
12097,C
12098,A
12099,A
12100,A
12101,A
12102,A
12103,A
12104,A
12105,C
12106,A
12107,C
12108,A
12109,A
12110,C
12111,B
12112,B
12113,A
12114,C
12115,A
12116,C
12117,B
12118,A
12119,A
12120,A
12121,B
12122,A
12123,A
12124,A
12125,A
12126,C
12127,A
12128,A
12129,B
12130,A
12131,B
12132,B
12133,A
12134,B
12135,B
12136,A
12137,A
12138,B
12139,A
12140,A
12141,A
12142,A
12143,C
12144,A
12145,A
12146,A
12147,A
12148,B
12149,C
12150,A
12151,A
12152,B
12153,A
12154,A
12155,A
12156,A
12157,A
12158,B
12159,B
12160,A
12161,A
12162,B
12163,B
12164,A
12165,B
12166,A
12167,A
12168,A
12169,A
12170,A
12171,A
12172,A
12173,A
12174,A
12175,C
12176,B
12177,A
12178,A
12179,B
12180,A
12181,A
12182,C
12183,C
12184,A
12185,A
12186,A
12187,A
12188,A
12189,A
12190,A
12191,B
12192,A
12193,C
12194,A
12195,C
12196,A
12197,A
12198,A
12199,A
12200,A
12201,A
12202,B
12203,A
12204,A
12205,A
12206,C
12207,C
12208,A
12209,A
12210,C
12211,B
12212,A
12213,A
12214,C
12215,C
12216,B
12217,A
12218,A
12219,A
12220,B
12221,B
12222,B
12223,A
12224,A
12225,B
12226,B
12227,A
12228,A
12229,B
12230,A
12231,A
12232,C
12233,B
12234,A
12235,A
12236,A
12237,C
12238,A
12239,A
12240,C
12241,A
12242,B
12243,A
12244,C
12245,A
12246,A
12247,B
12248,A
12249,C
12250,C
12251,A
12252,A
12253,A
12254,A
12255,A
12256,B
12257,A
12258,C
12259,A
12260,B
12261,B
12262,C
12263,A
12264,C
12265,B
12266,B
12267,B
12268,B
12269,B
12270,A
12271,A
12272,A
12273,C
12274,B
12275,A
12276,B
12277,A
12278,A
12279,B
12280,A
12281,B
12282,B
12283,A
12284,B
12285,B
12286,C
12287,C
12288,A
12289,A
12290,A
12291,C
12292,A
12293,A
12294,B
12295,B
12296,C
12297,A
12298,A
12299,A
12300,A
12301,A
12302,A
12303,A
12304,C
12305,C
12306,A
12307,B
12308,A
12309,A
12310,A
12311,B
12312,A
12313,A
12314,B
12315,B
12316,A
12317,C
12318,A
12319,B
12320,A
12321,B
12322,A
12323,C
12324,A
12325,A
12326,A
12327,B
12328,B
12329,B
12330,B
12331,A
12332,B
12333,B
12334,B
12335,A
12336,B
12337,A
12338,A
12339,C
12340,A
12341,A
12342,A
12343,C
12344,A
12345,A
12346,A
12347,A
12348,C
12349,B
12350,A
12351,A
12352,A
12353,A
12354,C
12355,C
12356,C
12357,B
12358,A
12359,A
12360,B
12361,B
12362,A
12363,C
12364,A
12365,A
12366,A
12367,A
12368,A
12369,A
12370,C
12371,B
12372,B
12373,A
12374,A
12375,A
12376,B
12377,A
12378,C
12379,A
12380,A
12381,B
12382,A
12383,C
12384,A
12385,A
12386,A
12387,A
12388,A
12389,A
12390,B
12391,C
12392,A
12393,A
12394,A
12395,C
12396,A
12397,C
12398,C
12399,A
12400,A
12401,A
12402,A
12403,B
12404,A
12405,A
12406,A
12407,A
12408,A
12409,B
12410,A
12411,A
12412,A
12413,A
12414,C
12415,C
12416,A
12417,B
12418,A
12419,B
12420,B
12421,A
12422,B
12423,B
12424,A
12425,B
12426,A
12427,A
12428,A
12429,A
12430,A
12431,A
12432,A
12433,A
12434,C
12435,B
12436,B
12437,B
12438,C
12439,A
12440,C
12441,A
12442,A
12443,A
12444,A
12445,C
12446,A
12447,B
12448,A
12449,C
12450,A
12451,C
12452,A
12453,C
12454,A
12455,A
12456,A
12457,C
12458,A
12459,B
12460,C
12461,A
12462,A
12463,A
12464,A
12465,A
12466,C
12467,C
12468,C
12469,C
12470,B
12471,B
12472,A
12473,A
12474,A
12475,A
12476,A
12477,A
12478,A
12479,B
12480,A
12481,A
12482,A
12483,A
12484,A
12485,B
12486,B
12487,B
12488,A
12489,A
12490,C
12491,A
12492,A
12493,B
12494,A
12495,A
12496,A
12497,C
12498,A
12499,A
12500,A
12501,B
12502,A
12503,A
12504,A
12505,A
12506,C
12507,C
12508,A
12509,A
12510,B
12511,B
12512,A
12513,A
12514,A
12515,A
12516,B
12517,C
12518,A
12519,C
12520,B
12521,B
12522,A
12523,A
12524,A
12525,A
12526,C
12527,B
12528,A
12529,A
12530,B
12531,A
12532,A
12533,A
12534,A
12535,B
12536,C
12537,A
12538,A
12539,B
12540,A
12541,B
12542,B
12543,C
12544,B
12545,B
12546,C
12547,A
12548,A
12549,A
12550,B
12551,A
12552,A
12553,A
12554,A
12555,A
12556,C
12557,B
12558,A
12559,A
12560,C
12561,B
12562,B
12563,B
12564,A
12565,C
12566,A
12567,A
12568,A
12569,A
12570,A
12571,C
12572,C
12573,A
12574,C
12575,C
12576,B
12577,B
12578,C
12579,B
12580,A
12581,B
12582,B
12583,A
12584,A
12585,A
12586,A
12587,A
12588,A
12589,B
12590,A
12591,C
12592,A
12593,A
12594,C
12595,B
12596,C
12597,A
12598,B
12599,A
12600,C
12601,A
12602,A
12603,A
12604,A
12605,A
12606,C
12607,A
12608,A
12609,A
12610,A
12611,A
12612,A
12613,A
12614,A
12615,C
12616,C
12617,B
12618,A
12619,A
12620,A
12621,A
12622,A
12623,B
12624,A
12625,B
12626,A
12627,C
12628,A
12629,C
12630,B
12631,A
12632,B
12633,C
12634,B
12635,C
12636,B
12637,B
12638,C
12639,A
12640,B
12641,C
12642,C
12643,A
12644,A
12645,A
12646,B
12647,B
12648,A
12649,C
12650,A
12651,A
12652,B
12653,B
12654,A
12655,A
12656,A
12657,A
12658,C
12659,B
12660,C
12661,A
12662,A
12663,B
12664,B
12665,B
12666,B
12667,A
12668,C
12669,A
12670,A
12671,A
12672,B
12673,A
12674,B
12675,A
12676,A
12677,B
12678,C
12679,A
12680,B
12681,B
12682,B
12683,B
12684,A
12685,A
12686,A
12687,C
12688,A
12689,A
12690,A
12691,A
12692,B
12693,A
12694,A
12695,A
12696,A
12697,B
12698,B
12699,A
12700,C
12701,B
12702,A
12703,B
12704,A
12705,A
12706,A
12707,A
12708,A
12709,B
12710,A
12711,A
12712,A
12713,A
12714,A
12715,B
12716,A
12717,B
12718,C
12719,B
12720,C
12721,C
12722,C
12723,A
12724,C
12725,C
12726,B
12727,C
12728,A
12729,C
12730,B
12731,C
12732,A
12733,B
12734,A
12735,B
12736,B
12737,C
12738,B
12739,A
12740,A
12741,B
12742,A
12743,A
12744,C
12745,C
12746,A
12747,A
12748,B
12749,C
12750,C
12751,C
12752,A
12753,A
12754,A
12755,B
12756,B
12757,A
12758,A
12759,B
12760,B
12761,C
12762,C
12763,B
12764,B
12765,A
12766,A
12767,B
12768,C
12769,A
12770,C
12771,A
12772,A
12773,A
12774,C
12775,A
12776,C
12777,B
12778,A
12779,C
12780,C
12781,C
12782,A
12783,B
12784,A
12785,C
12786,C
12787,B
12788,A
12789,A
12790,B
12791,B
12792,A
12793,A
12794,A
12795,B
12796,C
12797,B
12798,A
12799,C
12800,C
12801,C
12802,A
12803,A
12804,B
12805,A
12806,B
12807,A
12808,A
12809,A
12810,C
12811,A
12812,B
12813,A
12814,B
12815,B
12816,B
12817,B
12818,A
12819,A
12820,A
12821,A
12822,C
12823,B
12824,A
12825,C
12826,A
12827,B
12828,A
12829,B
12830,A
12831,C
12832,C
12833,A
12834,A
12835,A
12836,C
12837,C
12838,A
12839,A
12840,A
12841,B
12842,C
12843,A
12844,A
12845,A
12846,A
12847,C
12848,A
12849,A
12850,C
12851,A
12852,A
12853,A
12854,A
12855,A
12856,C
12857,C
12858,B
12859,A
12860,C
12861,A
12862,A
12863,B
12864,A
12865,A
12866,A
12867,A
12868,C
12869,A
12870,C
12871,C
12872,A
12873,A
12874,C
12875,B
12876,C
12877,A
12878,A
12879,C
12880,A
12881,C
12882,A
12883,A
12884,A
12885,A
12886,A
12887,B
12888,A
12889,A
12890,A
12891,A
12892,B
12893,A
12894,B
12895,A
12896,A
12897,C
12898,C
12899,B
12900,A
12901,B
12902,A
12903,A
12904,B
12905,A
12906,A
12907,B
12908,C
12909,B
12910,A
12911,A
12912,C
12913,A
12914,B
12915,A
12916,B
12917,A
12918,C
12919,A
12920,C
12921,A
12922,B
12923,C
12924,C
12925,A
12926,C
12927,B
12928,A
12929,A
12930,A
12931,B
12932,B
12933,C
12934,A
12935,A
12936,A
12937,A
12938,A
12939,B
12940,A
12941,A
12942,A
12943,C
12944,C
12945,A
12946,C
12947,B
12948,A
12949,C
12950,C
12951,A
12952,B
12953,A
12954,A
12955,A
12956,B
12957,C
12958,A
12959,B
12960,C
12961,A
12962,B
12963,A
12964,A
12965,A
12966,A
12967,B
12968,A
12969,A
12970,B
12971,A
12972,A
12973,C
12974,C
12975,A
12976,A
12977,C
12978,B
12979,C
12980,A
12981,C
12982,A
12983,A
12984,A
12985,A
12986,A
12987,C
12988,A
12989,A
12990,A
12991,C
12992,C
12993,A
12994,B
12995,A
12996,C
12997,A
12998,A
12999,A
13000,C
13001,A
13002,C
13003,C
13004,A
13005,C
13006,C
13007,B
13008,A
13009,C
13010,A
13011,A
13012,C
13013,B
13014,A
13015,C
13016,A
13017,B
13018,A
13019,A
13020,B
13021,B
13022,B
13023,A
13024,C
13025,A
13026,B
13027,C
13028,B
13029,B
13030,A
13031,C
13032,C
13033,B
13034,B
13035,A
13036,C
13037,C
13038,C
13039,A
13040,C
13041,C
13042,B
13043,C
13044,C
13045,A
13046,C
13047,C
13048,A
13049,A
13050,C
13051,A
13052,A
13053,B
13054,A
13055,A
13056,C
13057,B
13058,C
13059,C
13060,C
13061,C
13062,A
13063,C
13064,A
13065,A
13066,A
13067,A
13068,A
13069,B
13070,A
13071,C
13072,A
13073,A
13074,A
13075,C
13076,B
13077,A
13078,A
13079,A
13080,C
13081,A
13082,B
13083,A
13084,C
13085,B
13086,A
13087,A
13088,A
13089,B
13090,A
13091,C
13092,A
13093,A
13094,B
13095,C
13096,A
13097,B
13098,B
13099,B
13100,C
13101,B
13102,A
13103,B
13104,B
13105,A
13106,C
13107,A
13108,C
13109,A
13110,B
13111,A
13112,B
13113,C
13114,A
13115,B
13116,A
13117,A
13118,C
13119,A
13120,A
13121,B
13122,A
13123,A
13124,A
13125,A
13126,A
13127,A
13128,A
13129,B
13130,A
13131,C
13132,B
13133,A
13134,C
13135,A
13136,A
13137,C
13138,A
13139,A
13140,C
13141,C
13142,A
13143,A
13144,C
13145,B
13146,A
13147,A
13148,A
13149,C
13150,A
13151,A
13152,B
13153,B
13154,C
13155,C
13156,A
13157,A
13158,A
13159,A
13160,B
13161,A
13162,A
13163,C
13164,A
13165,B
13166,B
13167,C
13168,B
13169,B
13170,A
13171,C
13172,A
13173,B
13174,A
13175,A
13176,A
13177,A
13178,A
13179,A
13180,B
13181,A
13182,A
13183,B
13184,A
13185,C
13186,B
13187,A
13188,A
13189,A
13190,A
13191,A
13192,B
13193,A
13194,B
13195,B
13196,B
13197,B
13198,B
13199,B
13200,A
13201,C
13202,A
13203,A
13204,A
13205,A
13206,A
13207,A
13208,A
13209,B
13210,A
13211,A
13212,A
13213,A
13214,B
13215,B
13216,A
13217,B
13218,A
13219,B
13220,A
13221,C
13222,C
13223,C
13224,C
13225,B
13226,B
13227,A
13228,B
13229,A
13230,A
13231,A
13232,C
13233,B
13234,A
13235,A
13236,A
13237,B
13238,A
13239,A
13240,A
13241,A
13242,B
13243,A
13244,A
13245,A
13246,C
13247,A
13248,A
13249,B
13250,C
13251,A
13252,A
13253,B
13254,A
13255,A
13256,A
13257,A
13258,A
13259,A
13260,B
13261,A
13262,A
13263,B
13264,C
13265,A
13266,B
13267,A
13268,B
13269,A
13270,C
13271,A
13272,B
13273,C
13274,B
13275,A
13276,B
13277,A
13278,C
13279,C
13280,A
13281,C
13282,A
13283,B
13284,A
13285,A
13286,C
13287,A
13288,A
13289,A
13290,A
13291,A
13292,C
13293,A
13294,C
13295,A
13296,A
13297,A
13298,A
13299,A
13300,A
13301,C
13302,B
13303,A
13304,A
13305,A
13306,B
13307,B
13308,A
13309,B
13310,C
13311,C
13312,A
13313,B
13314,B
13315,B
13316,C
13317,B
13318,A
13319,A
13320,A
13321,A
13322,A
13323,B
13324,A
13325,C
13326,A
13327,C
13328,A
13329,C
13330,C
13331,C
13332,B
13333,A
13334,A
13335,A
13336,A
13337,A
13338,A
13339,A
13340,A
13341,B
13342,A
13343,A
13344,C
13345,A
13346,A
13347,B
13348,B
13349,A
13350,B
13351,B
13352,C
13353,A
13354,A
13355,A
13356,C
13357,B
13358,A
13359,C
13360,A
13361,B
13362,C
13363,C
13364,B
13365,B
13366,B
13367,A
13368,C
13369,A
13370,C
13371,A
13372,A
13373,A
13374,A
13375,B
13376,A
13377,A
13378,B
13379,B
13380,A
13381,A
13382,B
13383,A
13384,C
13385,A
13386,B
13387,A
13388,A
13389,A
13390,A
13391,A
13392,B
13393,B
13394,A
13395,C
13396,C
13397,A
13398,C
13399,B
13400,A
13401,A
13402,C
13403,C
13404,B
13405,A
13406,A
13407,C
13408,A
13409,A
13410,B
13411,A
13412,B
13413,A
13414,A
13415,B
13416,A
13417,A
13418,A
13419,A
13420,A
13421,A
13422,B
13423,A
13424,B
13425,A
13426,A
13427,C
13428,A
13429,B
13430,C
13431,A
13432,C
13433,A
13434,A
13435,C
13436,C
13437,C
13438,A
13439,A
13440,C
13441,A
13442,A
13443,B
13444,A
13445,C
13446,C
13447,A
13448,A
13449,B
13450,A
13451,C
13452,B
13453,A
13454,A
13455,A
13456,C
13457,B
13458,A
13459,A
13460,B
13461,B
13462,B
13463,A
13464,A
13465,A
13466,B
13467,B
13468,B
13469,B
13470,A
13471,A
13472,B
13473,C
13474,B
13475,B
13476,B
13477,A
13478,A
13479,A
13480,B
13481,A
13482,A
13483,B
13484,A
13485,A
13486,A
13487,A
13488,A
13489,A
13490,A
13491,B
13492,A
13493,A
13494,A
13495,A
13496,B
13497,A
13498,A
13499,C
13500,A
13501,B
13502,B
13503,A
13504,A
13505,A
13506,A
13507,A
13508,A
13509,A
13510,B
13511,A
13512,A
13513,A
13514,A
13515,A
13516,C
13517,A
13518,B
13519,A
13520,B
13521,B
13522,A
13523,A
13524,B
13525,C
13526,B
13527,C
13528,A
13529,A
13530,A
13531,A
13532,B
13533,A
13534,C
13535,C
13536,A
13537,A
13538,B
13539,A
13540,A
13541,A
13542,C
13543,A
13544,B
13545,A
13546,A
13547,A
13548,C
13549,C
13550,A
13551,C
13552,A
13553,A
13554,C
13555,B
13556,B
13557,B
13558,B
13559,C
13560,C
13561,B
13562,A
13563,B
13564,C
13565,A
13566,B
13567,A
13568,B
13569,C
13570,B
13571,A
13572,A
13573,A
13574,A
13575,A
13576,C
13577,C
13578,C
13579,B
13580,A
13581,C
13582,A
13583,B
13584,A
13585,B
13586,A
13587,A
13588,B
13589,A
13590,C
13591,C
13592,A
13593,A
13594,A
13595,C
13596,A
13597,A
13598,B
13599,C
13600,B
13601,A
13602,C
13603,B
13604,A
13605,C
13606,A
13607,A
13608,C
13609,A
13610,A
13611,A
13612,A
13613,A
13614,C
13615,A
13616,A
13617,A
13618,C
13619,B
13620,C
13621,A
13622,A
13623,A
13624,A
13625,A
13626,A
13627,B
13628,A
13629,B
13630,A
13631,A
13632,A
13633,A
13634,A
13635,C
13636,A
13637,A
13638,A
13639,C
13640,C
13641,C
13642,A
13643,C
13644,A
13645,C
13646,A
13647,A
13648,A
13649,A
13650,A
13651,A
13652,C
13653,C
13654,A
13655,C
13656,B
13657,A
13658,B
13659,A
13660,B
13661,C
13662,B
13663,C
13664,A
13665,A
13666,A
13667,A
13668,A
13669,A
13670,A
13671,A
13672,A
13673,C
13674,B
13675,A
13676,A
13677,A
13678,B
13679,B
13680,B
13681,B
13682,A
13683,C
13684,A
13685,A
13686,A
13687,B
13688,C
13689,A
13690,B
13691,B
13692,A
13693,A
13694,C
13695,C
13696,C
13697,B
13698,B
13699,A
13700,C
13701,A
13702,C
13703,A
13704,B
13705,A
13706,A
13707,A
13708,A
13709,A
13710,B
13711,A
13712,A
13713,A
13714,B
13715,A
13716,A
13717,C
13718,A
13719,A
13720,B
13721,A
13722,A
13723,C
13724,A
13725,A
13726,A
13727,B
13728,A
13729,A
13730,A
13731,A
13732,B
13733,A
13734,A
13735,B
13736,A
13737,C
13738,A
13739,A
13740,C
13741,A
13742,B
13743,C
13744,A
13745,B
13746,B
13747,B
13748,A
13749,A
13750,B
13751,C
13752,B
13753,A
13754,A
13755,A
13756,C
13757,C
13758,A
13759,B
13760,B
13761,A
13762,C
13763,B
13764,C
13765,A
13766,A
13767,A
13768,C
13769,A
13770,A
13771,B
13772,A
13773,C
13774,A
13775,C
13776,B
13777,A
13778,B
13779,A
13780,A
13781,C
13782,A
13783,A
13784,A
13785,B
13786,A
13787,A
13788,A
13789,C
13790,C
13791,B
13792,C
13793,C
13794,A
13795,B
13796,A
13797,A
13798,C
13799,B
13800,A
13801,A
13802,C
13803,B
13804,C
13805,A
13806,A
13807,A
13808,A
13809,A
13810,A
13811,C
13812,A
13813,B
13814,C
13815,A
13816,B
13817,A
13818,A
13819,B
13820,A
13821,A
13822,A
13823,A
13824,A
13825,C
13826,A
13827,A
13828,A
13829,A
13830,A
13831,B
13832,A
13833,B
13834,A
13835,A
13836,A
13837,A
13838,A
13839,C
13840,A
13841,A
13842,B
13843,C
13844,A
13845,A
13846,A
13847,A
13848,A
13849,A
13850,A
13851,C
13852,B
13853,A
13854,A
13855,C
13856,A
13857,A
13858,C
13859,A
13860,C
13861,C
13862,A
13863,B
13864,A
13865,A
13866,A
13867,B
13868,C
13869,A
13870,B
13871,A
13872,B
13873,A
13874,A
13875,C
13876,A
13877,B
13878,A
13879,A
13880,A
13881,A
13882,C
13883,C
13884,A
13885,A
13886,B
13887,A
13888,A
13889,B
13890,C
13891,C
13892,C
13893,A
13894,C
13895,C
13896,C
13897,A
13898,B
13899,A
13900,C
13901,A
13902,A
13903,A
13904,A
13905,C
13906,B
13907,A
13908,A
13909,A
13910,A
13911,A
13912,A
13913,A
13914,A
13915,A
13916,A
13917,B
13918,A
13919,B
13920,A
13921,A
13922,B
13923,A
13924,C
13925,C
13926,A
13927,B
13928,A
13929,A
13930,A
13931,A
13932,B
13933,B
13934,A
13935,B
13936,A
13937,C
13938,C
13939,A
13940,A
13941,A
13942,A
13943,A
13944,A
13945,C
13946,A
13947,B
13948,B
13949,A
13950,B
13951,A
13952,C
13953,A
13954,B
13955,A
13956,A
13957,A
13958,A
13959,C
13960,A
13961,A
13962,A
13963,A
13964,C
13965,A
13966,A
13967,B
13968,B
13969,A
13970,A
13971,A
13972,A
13973,A
13974,A
13975,A
13976,A
13977,A
13978,A
13979,A
13980,A
13981,A
13982,A
13983,A
13984,A
13985,B
13986,C
13987,A
13988,C
13989,A
13990,A
13991,B
13992,C
13993,A
13994,A
13995,A
13996,B
13997,C
13998,A
13999,C
14000,A
14001,C
14002,A
14003,A
14004,A
14005,C
14006,C
14007,A
14008,A
14009,B
14010,A
14011,A
14012,A
14013,A
14014,C
14015,A
14016,A
14017,A
14018,A
14019,A
14020,C
14021,C
14022,B
14023,A
14024,A
14025,C
14026,C
14027,B
14028,A
14029,A
14030,C
14031,B
14032,B
14033,A
14034,C
14035,A
14036,A
14037,A
14038,A
14039,A
14040,C
14041,B
14042,C
14043,B
14044,A
14045,B
14046,A
14047,C
14048,C
14049,A
14050,C
14051,A
14052,B
14053,C
14054,A
14055,A
14056,B
14057,A
14058,B
14059,B
14060,A
14061,C
14062,C
14063,C
14064,A
14065,A
14066,C
14067,A
14068,B
14069,A
14070,C
14071,A
14072,C
14073,A
14074,A
14075,A
14076,A
14077,A
14078,C
14079,C
14080,C
14081,C
14082,C
14083,B
14084,C
14085,A
14086,A
14087,C
14088,A
14089,A
14090,B
14091,A
14092,A
14093,A
14094,B
14095,B
14096,C
14097,C
14098,C
14099,B
14100,B
14101,C
14102,A
14103,A
14104,A
14105,B
14106,C
14107,B
14108,A
14109,A
14110,A
14111,A
14112,C
14113,A
14114,C
14115,B
14116,B
14117,B
14118,A
14119,A
14120,C
14121,C
14122,C
14123,B
14124,C
14125,B
14126,C
14127,C
14128,A
14129,A
14130,A
14131,C
14132,A
14133,A
14134,C
14135,A
14136,A
14137,C
14138,A
14139,A
14140,A
14141,B
14142,A
14143,A
14144,C
14145,C
14146,B
14147,B
14148,B
14149,A
14150,A
14151,A
14152,A
14153,C
14154,B
14155,B
14156,A
14157,A
14158,C
14159,A
14160,A
14161,A
14162,A
14163,A
14164,A
14165,A
14166,B
14167,C
14168,B
14169,A
14170,A
14171,A
14172,A
14173,A
14174,C
14175,B
14176,C
14177,A
14178,C
14179,A
14180,C
14181,C
14182,B
